Year,Subdivision,Cropland_pct,Grassland_pct,Forest_pct,Wetland_pct,Cropland_area,Grassland_area,Forest_area,Wetland_area,Biodiversity_Score
2017-01-01,2,,25.32937317,5.489929854,,,2532.937317,548.9929854,,0.418658551
2018-01-01,2,,23.08392859,4.453089913,,,2308.392859,445.3089913,,0.408870238
2019-01-01,2,,22.40418801,6.008637949,,,2240.418801,600.8637949,,0.418574919
2020-01-01,2,,24.60141592,5.086495537,,,2460.141592,508.6495537,,0.423298826
2000-01-01,3,51.07503518,24.41516315,14.50477789,10.005023779999998,5107.503518,2441.516315,1450.477789,1000.5023779999998,0.459224241
2001-01-01,3,52.31124968,23.06304988,16.23410707,8.391593369999995,5231.124968,2306.304988,1623.410707,839.1593369999996,0.456240509
2002-01-01,3,50.63140822,24.70661988,14.1624449,10.499527,5063.140822,2470.661988,1416.24449,1049.9527,0.460960756
2003-01-01,3,50.91263446,23.67207902,13.2041249,12.211161619999999,5091.263446,2367.207902,1320.41249,1221.1161619999998,0.46038416
2004-01-01,3,51.07478186,23.31355862,14.45071586,11.16094366,5107.478186,2331.355862,1445.071586,1116.0943659999998,0.461374907
2005-01-01,3,52.37928022,25.1716104,12.78417394,9.664935440000002,5237.928022,2517.16104,1278.417394,966.4935440000003,0.448165272
2006-01-01,3,51.98043665,25.11861753,13.39975455,9.501191269999996,5198.043665,2511.861753,1339.975455,950.1191269999996,0.4512799
2007-01-01,3,53.05689866,24.14390768,13.97893746,8.820256199999998,5305.689866,2414.390768,1397.893746,882.0256199999998,0.44734973
2008-01-01,3,50.75910779,25.43843286,13.8910715,9.911387849999999,5075.910779,2543.843286,1389.10715,991.1387849999999,0.458459559
2009-01-01,3,52.60632264,24.21251877,13.61369968,9.56745891,5260.632264,2421.251877,1361.369968,956.7458909999999,0.449550726
2010-01-01,3,51.74407761,23.79973644,12.84459669,11.611589260000002,5174.407761,2379.973644,1284.459669,1161.1589260000003,
2011-01-01,3,51.26711436,26.01885695,11.70301313,11.011015559999999,5126.711436,2601.885695,1170.301313,1101.1015559999998,0.452062613
2012-01-01,3,50.98859861,23.44067351,12.59164882,12.979079060000004,5098.859861,2344.067351,1259.164882,1297.9079060000004,0.45977871
2013-01-01,3,52.27140471,22.78975194,12.48649879,12.452344560000002,5227.140471,2278.975194,1248.649879,1245.2344560000001,0.453278567
2014-01-01,3,52.90521864,23.4058216,11.36793838,12.32102138,5290.521864,2340.58216,1136.793838,1232.102138,0.447124983
2015-01-01,3,52.98417225,23.37469577,11.3586051,12.28252688,5298.417225,2337.469577,1135.86051,1228.252688,0.44670418
2016-01-01,3,53.12323482,23.67466443,11.63118572,11.57091503,5312.323482,2367.466443,1163.118572,1157.091503,0.445542448
2017-01-01,3,53.48602545,23.70815958,11.67875041,11.12706456,5348.602545,2370.815958,1167.875041,1112.7064560000001,0.443346279
2018-01-01,3,51.94407876,25.03199459,12.37477373,10.649152920000004,5194.407876,2503.199459,1237.477373,1064.9152920000004,0.450646312
2019-01-01,3,53.47781776,23.14005865,11.73684901,11.645274579999999,5347.781776,2314.005865,1173.684901,1164.5274579999998,0.444589825
2020-01-01,3,52.0009093,22.24477349,11.69333192,14.060985290000003,5200.09093,2224.477349,1169.333192,1406.0985290000003,0.455198329
2000-01-01,4,48.05594805,28.86764119,16.00774004,7.06867072,4805.594805,2886.764119,1600.774004,706.867072,0.469936769
2001-01-01,4,48.85249187,28.76778536,15.31103677,7.068685999999998,4885.249187,2876.778536,1531.103677,706.8685999999998,0.464660515
2002-01-01,4,47.25158846,28.34551005,15.80271597,8.600185519999998,4725.158846,2834.551005,1580.271597,860.0185519999999,0.475602165
2003-01-01,4,49.52431113,27.37914602,15.11251578,7.984027069999998,4952.431113,2737.914602,1511.251578,798.4027069999999,0.463208357
2004-01-01,4,50.93054735,28.06874243,13.64967212,7.351038100000002,5093.054735,2806.874243,1364.967212,735.1038100000002,0.451928903
2005-01-01,4,48.60688111,29.34062175,13.92981406,8.122683079999996,4860.688111,2934.062175,1392.981406,812.2683079999996,0.463607284
2006-01-01,4,48.50725094,30.10911278,14.55196893,6.831667350000002,4850.725094,3010.911278,1455.196893,683.1667350000001,0.463290238
2007-01-01,4,48.68889116,29.60993383,12.49253876,9.208636250000003,4868.889116,2960.993383,1249.253876,920.8636250000003,0.461139324
2008-01-01,4,50.7093351,28.67735374,11.83193828,8.781372880000003,5070.93351,2867.735374,1183.193828,878.1372880000002,0.45022122
2009-01-01,4,50.21432133,30.74066534,11.84330369,7.2017096400000025,5021.432133,3074.066534,1184.330369,720.1709640000003,0.449076045
2010-01-01,4,49.72148041,29.20655317,12.51654046,8.555425960000003,4972.148041,2920.655317,1251.654046,855.5425960000002,
2011-01-01,4,49.09629574,29.23407308,12.88020093,8.789430249999995,4909.629574,2923.407308,1288.020093,878.9430249999996,0.45983428
2012-01-01,4,50.88587645,28.34555079,11.06473433,9.703838430000001,5088.587645,2834.555079,1106.473433,970.3838430000001,0.449058374
2013-01-01,4,49.76650106,28.2452847,13.48498953,8.503224709999998,4976.650106,2824.52847,1348.498953,850.3224709999997,0.458395414
2014-01-01,4,49.02810267,28.10138305,13.26069373,9.609820549999998,4902.810267,2810.138305,1326.069373,960.9820549999998,0.462889312
2015-01-01,4,49.01682721,29.67095485,12.01002792,9.302190019999996,4901.682721,2967.095485,1201.002792,930.2190019999996,0.458567155
2016-01-01,4,50.36574466,30.60916769,12.60650199,6.418585660000003,5036.574466,3060.916769,1260.650199,641.8585660000003,0.449193699
2017-01-01,4,51.29062194,28.54903372,11.25183847,8.908505869999999,5129.062194,2854.903372,1125.183847,890.8505869999999,0.446410039
2018-01-01,4,51.74937599,29.37453265,12.3201096,6.555981760000003,5174.937599,2937.453265,1232.01096,655.5981760000003,0.443074788
2019-01-01,4,50.29529909,30.19519189,11.21304969,8.29645933,5029.529909,3019.519189,1121.304969,829.6459329999999,0.449050871
2020-01-01,4,50.63424615,30.55205751,9.421842989,9.391853350999996,5063.424615,3055.205751,942.1842989,939.1853350999996,0.444512251
2000-01-01,5,52.33324863,23.07221972,13.89930007,10.69523158,5233.324863,2307.221972,1389.930007,1069.523158,0.453755369
2001-01-01,5,49.92927662,24.68761271,12.49748914,12.885621529999996,4992.927662,2468.761271,1249.748914,1288.5621529999996,0.463546604
2002-01-01,5,50.62669707,23.73594446,13.31724049,12.320117980000003,5062.669707,2373.594446,1331.724049,1232.0117980000002,0.462085169
2003-01-01,5,49.41269618,22.54988301,14.73671673,13.300704080000004,4941.269618,2254.988301,1473.671673,1330.0704080000005,0.473160774
2004-01-01,5,50.42518434,23.78223942,12.70926704,13.083309199999999,5042.518434,2378.223942,1270.926704,1308.3309199999999,0.462593682
2005-01-01,5,52.13970218,23.47708125,12.13521076,12.248005809999999,5213.970218,2347.708125,1213.521076,1224.800581,0.452342835
2006-01-01,5,53.87385084,20.31964594,11.44936683,14.357136389999996,5387.385084,2031.964594,1144.936683,1435.7136389999996,0.44756697
2007-01-01,5,53.76038372,20.91483368,12.88333114,12.44145146,5376.038372,2091.483368,1288.333114,1244.145146,0.448491361
2008-01-01,5,54.92666581,21.98343709,11.78104842,11.308848679999999,5492.666581,2198.343709,1178.104842,1130.8848679999999,0.438254179
2009-01-01,5,53.45828146,22.73648326,11.50074704,12.304488239999998,5345.828146,2273.648326,1150.074704,1230.4488239999998,0.445278092
2010-01-01,5,51.40719723,20.75863391,12.92433947,14.909829389999999,5140.719723,2075.863391,1292.433947,1490.982939,
2011-01-01,5,51.52068107,23.63934787,10.84126693,13.998704129999997,5152.068107,2363.934787,1084.126693,1399.8704129999996,0.454438485
2012-01-01,5,52.62147832,22.81825194,9.364873125,15.195396614999998,5262.147832,2281.825194,936.4873125,1519.5396614999997,0.447999499
2013-01-01,5,50.60608374,20.8876179,11.01950997,17.48678839,5060.608374,2088.76179,1101.950997,1748.6788390000002,0.465607772
2014-01-01,5,51.99980539,22.90510865,9.604680176,15.490405784000002,5199.980539,2290.510865,960.4680176,1549.0405784000002,0.451795631
2015-01-01,5,53.92090483,20.90567221,10.27393774,14.899485220000004,5392.090483,2090.567221,1027.393774,1489.9485220000004,0.444937164
2016-01-01,5,55.08331606,20.80371972,9.787830279,14.325133940999999,5508.331606,2080.371972,978.7830279,1432.5133941,0.437680495
2017-01-01,5,54.55739602,21.03388597,10.34038184,14.068336170000002,5455.739602,2103.388597,1034.038184,1406.8336170000002,0.440928234
2018-01-01,5,55.3990481,20.8784353,7.844627125,15.877889475,5539.90481,2087.84353,784.4627125,1587.7889475,0.433693468
2019-01-01,5,55.59335053,21.37511056,8.601457683,14.430081226999999,5559.335053,2137.511056,860.1457683,1443.0081226999998,0.432291133
2020-01-01,5,53.6803436,21.10101125,9.148816908,16.069828242,5368.03436,2110.101125,914.8816908,1606.9828241999999,0.444864733
2000-01-01,6,52.95156387,21.97890933,13.75833189,11.31119491,5295.156387,2197.890933,1375.833189,1131.119491,0.45209113
2001-01-01,6,51.20689841,23.18117305,12.96066746,12.651261079999998,5120.689841,2318.117305,1296.066746,1265.1261079999997,0.459356931
2002-01-01,6,51.8656343,21.78192593,14.32567,12.026769769999996,5186.56343,2178.192593,1432.567,1202.6769769999996,0.459568012
2003-01-01,6,52.31829461,24.18531217,10.71453057,12.781862649999997,5231.829461,2418.531217,1071.453057,1278.1862649999998,0.448434139
2004-01-01,6,51.96037639,22.48850137,12.67200139,12.879120849999998,5196.037639,2248.850137,1267.200139,1287.9120849999997,0.45593274
2005-01-01,6,51.27336568,22.77501839,12.34324767,13.608368260000002,5127.336568,2277.501839,1234.324767,1360.8368260000002,0.459153017
2006-01-01,6,53.35414905,23.63692943,9.785409181,13.223512339000004,5335.414905,2363.692943,978.5409181,1322.3512339000004,0.442386656
2007-01-01,6,51.90368769,23.13674729,9.413170531,15.546394489000003,5190.368769,2313.674729,941.3170531,1554.6394489000002,0.45171755
2008-01-01,6,53.17664295,23.50527375,10.05147828,13.266605019999998,5317.664295,2350.527375,1005.147828,1326.6605019999997,0.443981073
2009-01-01,6,53.84830435,24.15675112,7.22985143,14.765093100000001,5384.830435,2415.675112,722.985143,1476.5093100000001,0.435826523
2010-01-01,6,51.86919621,24.63285191,9.245752524,14.252199356000002,5186.919621,2463.285191,924.5752524,1425.2199356,
2011-01-01,6,53.76255515,20.62322787,9.574164051,16.040052929,5376.255515,2062.322787,957.4164051,1604.0052929,0.445752377
2012-01-01,6,51.4038991,23.77975637,9.645215704,15.171128826000002,5140.38991,2377.975637,964.5215704,1517.1128826000001,0.453662308
2013-01-01,6,51.75770404,24.02377477,8.727169836,15.491351354,5175.770404,2402.377477,872.7169836,1549.1351354,0.450133396
2014-01-01,6,53.50366616,22.28946484,8.979947012,15.226921987999997,5350.366616,2228.946484,897.9947012,1522.6921987999997,0.44337902
2015-01-01,6,53.60702986,22.79409087,7.338567708,16.260311562000002,5360.702986,2279.409087,733.8567708,1626.0311562000002,0.440108207
2016-01-01,6,55.87501084,23.5961216,5.413306271,15.115561288999999,5587.501084,2359.61216,541.3306271,1511.5561288999997,0.422970998
2017-01-01,6,54.38782847,24.81789222,5.562803043,15.231476266999998,5438.782847,2481.789222,556.2803043,1523.1476266999998,0.429600048
2018-01-01,6,53.2374607,24.62085141,4.482468022,17.659219868,5323.74607,2462.085141,448.2468022,1765.9219868,0.435816001
2019-01-01,6,55.42603878,23.23490873,2.4268304,18.91222209,5542.603878,2323.490873,242.68304,1891.222209,0.42340078
2020-01-01,6,55.52403105,23.46564403,4.957617433,16.052707487000003,5552.403105,2346.564403,495.7617433,1605.2707487000002,0.424882143
2000-01-01,7,53.68044622,28.3905712,9.964841222,7.964141357999999,5368.044622,2839.05712,996.4841222,796.4141357999999,0.431101021
2001-01-01,7,53.14753372,29.23144169,8.935678562,8.685346028000001,5314.753372,2923.144169,893.5678562,868.5346028000001,0.431587593
2002-01-01,7,52.40527616,29.07885893,10.57921509,7.936649820000001,5240.527616,2907.885893,1057.921509,793.6649820000001,0.43798984
2003-01-01,7,51.82512124,28.73770454,9.253632085,10.183542135,5182.512124,2873.770454,925.3632085,1018.3542135,0.440827496
2004-01-01,7,51.70020777,30.56518731,8.975210914,8.759394006000003,5170.020777,3056.518731,897.5210914,875.9394006000002,0.43764359
2005-01-01,7,53.23936004,27.47634978,10.03179357,9.25249661,5323.936004,2747.634978,1003.179357,925.249661,0.435642934
2006-01-01,7,52.94287678,27.58954235,8.676491119,10.791089751000003,5294.287678,2758.954235,867.6491119,1079.1089751000004,0.435840146
2007-01-01,7,54.87999265,27.55279719,8.722968384,8.844241776000002,5487.999265,2755.279719,872.2968384,884.4241776000002,0.424337418
2008-01-01,7,52.2650548,29.02332656,8.485920546,10.225698093999998,5226.50548,2902.332656,848.5920546,1022.5698093999998,0.436848939
2009-01-01,7,54.79516267,28.94381007,7.770595647,8.490431612999995,5479.516267,2894.381007,777.0595647,849.0431612999995,0.421111999
2010-01-01,7,54.75171458,27.43848405,7.610269333,10.199532037000003,5475.171458,2743.848405,761.0269333,1019.9532037000002,
2011-01-01,7,54.18047603,28.1533534,6.932706365,10.733464204999999,5418.047603,2815.33534,693.2706365,1073.3464204999998,0.425543143
2012-01-01,7,53.91142564,27.66844797,6.500135664,11.919990726000004,5391.142564,2766.844797,650.0135664,1191.9990726000003,0.427694686
2013-01-01,7,53.2753312,29.35259278,4.294009743,13.078066277000005,5327.53312,2935.259278,429.4009743,1307.8066277000005,0.425936837
2014-01-01,7,55.66298527,25.99283382,6.503811076,11.840369833999999,5566.298527,2599.283382,650.3811076,1184.0369833999998,0.420540232
2015-01-01,7,53.24923879,27.19112882,5.582084933,13.977547457,5324.923879,2719.112882,558.2084933,1397.7547457,0.431704395
2016-01-01,7,54.10853718,28.23679352,7.122155218,10.532514082000002,5410.853718,2823.679352,712.2155218,1053.2514082000002,0.425997345
2017-01-01,7,54.1188982,28.00118738,5.074563315,12.805351105000003,5411.88982,2800.118738,507.4563315,1280.5351105000004,0.424358799
2018-01-01,7,53.85582218,26.66446603,6.803348598,12.676363192000004,5385.582218,2666.446603,680.3348598,1267.6363192000003,0.430339483
2019-01-01,7,53.74765634,28.20727931,4.65901153,13.38605282,5374.765634,2820.727931,465.901153,1338.605282,0.425758515
2020-01-01,7,55.0665418,26.86526755,5.840801893,12.227388756999998,5506.65418,2686.526755,584.0801893,1222.7388756999999,0.421711016
2000-01-01,8,51.18413486,23.55851775,13.03846561,12.21888178,5118.413486,2355.851775,1303.846561,1221.888178,0.458816621
2001-01-01,8,51.01792429,22.72073346,12.93511026,13.326231989999995,5101.792429,2272.073346,1293.511026,1332.6231989999994,0.461386098
2002-01-01,8,48.48429614,24.73677925,12.10742992,14.671494690000001,4848.429614,2473.677925,1210.742992,1467.1494690000002,0.471728095
2003-01-01,8,50.14774098,22.88695642,13.26196897,13.703333629999998,5014.774098,2288.695642,1326.196897,1370.3333629999997,0.46660161
2004-01-01,8,49.90456418,24.01059195,12.91926096,13.16558291,4990.456418,2401.059195,1291.926096,1316.558291,0.465470692
2005-01-01,8,52.24397477,24.09820511,12.38277487,11.27504525,5224.397477,2409.820511,1238.277487,1127.504525,0.450722516
2006-01-01,8,51.6688201,25.14926071,10.89208116,12.289838030000002,5166.88201,2514.926071,1089.208116,1228.9838030000003,0.450580639
2007-01-01,8,54.07527486,25.12860066,9.243596372,11.552528107999999,5407.527486,2512.860066,924.3596372,1155.2528108,0.434534746
2008-01-01,8,55.07841835,23.92322494,9.98600139,11.01235532,5507.841835,2392.322494,998.600139,1101.235532,0.431669041
2009-01-01,8,52.75648477,23.81110022,9.489455937,13.942959072999999,5275.648477,2381.110022,948.9455937,1394.2959073,0.445328347
2010-01-01,8,54.29741948,24.5018384,8.147546541,13.053195578999997,5429.741948,2450.18384,814.7546541,1305.3195578999996,
2011-01-01,8,51.40221909,22.98390014,11.01123248,14.602648289999998,5140.221909,2298.390014,1101.123248,1460.2648289999997,0.456630118
2012-01-01,8,52.70148186,22.22867954,10.21085725,14.858981349999997,5270.148186,2222.867954,1021.085725,1485.8981349999997,0.449544607
2013-01-01,8,51.55005602,21.49435368,9.452314014,17.503276286000002,5155.005602,2149.435368,945.2314014,1750.3276286000003,0.457163271
2014-01-01,8,49.95596813,24.58585084,9.598425541,15.859755489,4995.596813,2458.585084,959.8425541,1585.9755489,0.460690915
2015-01-01,8,52.55738306,23.88250528,7.600933826,15.959177834,5255.738306,2388.250528,760.0933826,1595.9177834,0.444491625
2016-01-01,8,55.1892289,22.73405314,7.805370517,14.271347442999996,5518.92289,2273.405314,780.5370517,1427.1347442999995,0.431201891
2017-01-01,8,53.3261415,24.87794296,5.089449139,16.706466401000004,5332.61415,2487.794296,508.9449139,1670.6466401000005,0.435376714
2018-01-01,8,54.86728694,22.72199792,6.069610322,16.341104818,5486.728694,2272.199792,606.9610322,1634.1104818000001,0.431421893
2019-01-01,8,56.38110655,22.13867489,5.109206192,16.371012368000002,5638.110655,2213.867489,510.9206192,1637.1012368000002,0.422545217
2020-01-01,8,54.05388016,23.46594979,6.539467858,15.940702192000002,5405.388016,2346.594979,653.9467858,1594.0702192,0.435284287
2000-01-01,9,46.76766801,26.88659252,13.42293692,12.922802549999998,4676.766801,2688.659252,1342.293692,1292.280255,0.479043744
2001-01-01,9,48.28464928,27.58004165,12.72551474,11.409794330000006,4828.464928,2758.004165,1272.551474,1140.9794330000007,0.467857536
2002-01-01,9,47.77411829,27.31999961,12.63171646,12.274165640000003,4777.411829,2731.999961,1263.171646,1227.4165640000003,0.471347007
2003-01-01,9,46.18441296,27.77244518,11.92597131,14.117170549999999,4618.441296,2777.244518,1192.597131,1411.7170549999998,0.479274603
2004-01-01,9,47.81137921,26.7031871,12.62304434,12.86238935,4781.137921,2670.31871,1262.304434,1286.238935,0.472348395
2005-01-01,9,49.42710076,26.40649277,11.29955925,12.866847219999999,4942.710076,2640.649277,1129.955925,1286.684722,0.461923969
2006-01-01,9,49.8250251,25.82246827,12.63877438,11.713732250000001,4982.50251,2582.246827,1263.877438,1171.373225,0.462043687
2007-01-01,9,49.59882905,25.42412526,12.47709298,12.49995271,4959.882905,2542.412526,1247.709298,1249.995271,0.464035868
2008-01-01,9,51.25236593,24.35371501,10.97435131,13.419567749999999,5125.236593,2435.371501,1097.435131,1341.9567749999999,0.454752726
2009-01-01,9,49.47004478,26.60219869,9.666201488,14.261555041999996,4947.004478,2660.219869,966.6201488,1426.1555041999995,0.459641535
2010-01-01,9,50.78635996,25.09094885,9.280671801,14.842019389,5078.635996,2509.094885,928.0671801,1484.2019389000002,
2011-01-01,9,50.9503406,25.66312385,9.173994832,14.212540718000001,5095.03406,2566.312385,917.3994832,1421.2540718000002,0.452145704
2012-01-01,9,50.12977882,26.39251125,8.65571853,14.821991400000003,5012.977882,2639.251125,865.571853,1482.1991400000004,0.455092023
2013-01-01,9,49.35835615,26.21408405,10.31131228,14.116247520000002,4935.835615,2621.408405,1031.131228,1411.6247520000002,0.461733007
2014-01-01,9,50.59546107,25.46727822,8.500866616,15.436394094,5059.546107,2546.727822,850.0866616,1543.6394094,0.453993544
2015-01-01,9,50.15816849,26.14435888,8.527813114,15.169659516,5015.816849,2614.435888,852.7813114,1516.9659516,0.455290084
2016-01-01,9,51.61753787,27.51514674,7.283524665,13.583790725000002,5161.753787,2751.514674,728.3524665,1358.3790725000001,0.442548004
2017-01-01,9,52.54996761,24.86670406,7.09164657,15.491681759999997,5254.996761,2486.670406,709.164657,1549.1681759999997,0.442058433
2018-01-01,9,54.29031081,24.48198752,6.471694503,14.756007166999998,5429.031081,2448.198752,647.1694503,1475.6007166999998,0.431765855
2019-01-01,9,52.9914962,26.19038216,7.329650493,13.488471147000002,5299.14962,2619.038216,732.9650493,1348.8471147000002,0.436999909
2020-01-01,9,52.71590133,26.4846719,6.00878242,14.79064435,5271.590133,2648.46719,600.878242,1479.064435,0.436744031
2000-01-01,10,50.14586534,24.47011632,15.29016657,10.09385177,5014.586534,2447.011632,1529.016657,1009.3851770000001,0.465474742
2001-01-01,10,52.22752265,24.48840377,14.11513402,9.168939560000002,5222.752265,2448.840377,1411.513402,916.8939560000002,0.451773191
2002-01-01,10,49.63202966,25.61771981,14.20050795,10.549742579999998,4963.202966,2561.771981,1420.050795,1054.9742579999997,0.46517289
2003-01-01,10,48.95052914,24.46964254,16.60928079,9.970547530000001,4895.052914,2446.964254,1660.928079,997.0547530000001,0.473966821
2004-01-01,10,49.1224448,24.34382161,14.46120182,12.072531770000005,4912.24448,2434.382161,1446.120182,1207.2531770000005,0.47103889
2005-01-01,10,51.69571727,23.30376393,14.02950326,10.971015539999998,5169.571727,2330.376393,1402.950326,1097.1015539999999,0.457247672
2006-01-01,10,52.073642,23.85480089,13.75479065,10.31676646,5207.3642,2385.480089,1375.479065,1031.6766460000001,0.453603337
2007-01-01,10,54.19234276,24.3736984,12.23891291,9.19504593,5419.234276,2437.36984,1223.891291,919.5045929999999,0.43833746
2008-01-01,10,55.06671411,23.07256169,12.72958463,9.13113957,5506.671411,2307.256169,1272.958463,913.113957,0.436184177
2009-01-01,10,52.68001937,24.65231279,12.28200922,10.385658620000003,5268.001937,2465.231279,1228.200922,1038.5658620000004,0.446897267
2010-01-01,10,50.16998538,23.55070164,12.66491429,13.61439869,5016.998538,2355.070164,1266.491429,1361.439869,
2011-01-01,10,50.71443936,22.76912757,12.33558733,14.180845740000002,5071.443936,2276.912757,1233.558733,1418.0845740000002,0.462510696
2012-01-01,10,50.89281822,22.71957508,12.67516765,13.712439049999999,5089.281822,2271.957508,1267.516765,1371.2439049999998,0.461879108
2013-01-01,10,51.24547136,22.74473724,13.00595074,13.003840659999998,5124.547136,2274.473724,1300.595074,1300.3840659999998,0.460043648
2014-01-01,10,52.81337194,21.97938217,12.77735273,12.429893159999995,5281.337194,2197.938217,1277.735273,1242.9893159999995,0.451938357
2015-01-01,10,51.96690814,22.59485654,12.31761882,13.1206165,5196.690814,2259.485654,1231.761882,1312.06165,0.455326457
2016-01-01,10,55.03340729,25.1109975,8.996390349,10.859204861,5503.340729,2511.09975,899.6390349,1085.9204861,0.428573952
2017-01-01,10,55.69420964,22.07694439,8.732419376,13.496426594000003,5569.420964,2207.694439,873.2419376,1349.6426594000002,0.430413273
2018-01-01,10,55.80607787,21.92712526,8.203344553,14.063452316999996,5580.607787,2192.712526,820.3344553,1406.3452316999997,0.429512627
2019-01-01,10,54.53933749,21.66689839,11.19020758,12.60355654,5453.933749,2166.689839,1119.020758,1260.355654,0.440620386
2020-01-01,10,53.31677652,21.46260149,9.676099113,15.544522877000002,5331.677652,2146.260149,967.6099113,1554.4522877000002,0.446850237
